iter	Passed	Remaining
496	8455	8557
497	8474	8542
498	8490	8524
499	8506	8506
500	8524	8490
501	8539	8471
502	8556	8454
503	8573	8437
504	8589	8419
505	8605	8400
506	8620	8382
507	8636	8364
508	8653	8347
509	8668	8329
510	8683	8309
511	8698	8290
512	8713	8272
513	8729	8253
514	8745	8235
515	8761	8218
516	8776	8198
517	8794	8183
518	8812	8167
519	8830	8150
520	8847	8134
521	8866	8119
522	8881	8100
523	8897	8082
524	8913	8064
525	8929	8046
526	8943	8027
527	8957	8007
528	8970	7987
529	8984	7967
530	8997	7947
531	9013	7929
532	9034	7915
533	9049	7897
534	9064	7878
535	9078	7859
536	9092	7839
537	9107	7820
538	9122	7802
539	9140	7786
540	9158	7770
541	9175	7753
542	9198	7741
543	9216	7725
544	9231	7707
545	9250	7691
546	9272	7678
547	9302	7672
548	9325	7660
549	9350	7650
550	9373	7638
551	9396	7626
552	9419	7613
553	9439	7599
554	9459	7584
555	9480	7570
556	9499	7555
557	9519	7540
558	9538	7525
559	9567	7516
560	9585	7501
561	9602	7484
562	9619	7466
563	9636	7449
564	9651	7430
565	9668	7413
566	9682	7394
567	9696	7375
568	9711	7356
569	9726	7337
570	9741	7319
571	9756	7300
572	9770	7280
573	9785	7262
574	9799	7243
575	9815	7224
576	9833	7208
577	9849	7190
578	9865	7173
579	9882	7156
580	9901	7140
581	9919	7124
582	9933	7105
583	9950	7088
584	9969	7072
585	9988	7056
586	10012	7044
587	10039	7034
588	10061	7020
589	10081	7006
590	10103	6992
591	10123	6976
592	10140	6960
593	10158	6943
594	10174	6925
595	10191	6908
596	10208	6890
597	10224	6873
598	10241	6856
599	10256	6837
600	10269	6817
601	10284	6799
602	10301	6782
603	10317	6764
604	10334	6747
605	10350	6729
606	10366	6711
607	10385	6695
608	10403	6679
609	10424	6664
610	10445	6649
611	10463	6633
612	10480	6616
613	10498	6600
614	10515	6583
615	10532	6565
616	10548	6547
617	10564	6529
618	10580	6512
619	10596	6494
620	10613	6477
621	10630	6460
622	10650	6445
623	10669	6429
624	10693	6416
625	10715	6402
626	10736	6387
627	10758	6372
628	10776	6356
629	10798	6342
630	10821	6328
631	10844	6314
632	10863	6298
633	10881	6281
634	10898	6264
635	10915	6247
636	10935	6231
637	10958	6217
638	10980	6203
639	11002	6188
640	11023	6174
641	11039	6155
642	11055	6137
643	11073	6121
644	11091	6104
645	11106	6086
646	11123	6068
647	11137	6050
648	11152	6031
649	11165	6012
650	11178	5992
651	11191	5973
652	11203	5953
653	11215	5933
654	11228	5914
655	11241	5894
656	11254	5875
657	11268	5857
658	11280	5837
659	11294	5818
660	11308	5799
661	11330	5785
662	11347	5768
663	11364	5750
664	11379	5732
665	11391	5713
666	11406	5694
667	11419	5675
668	11432	5656
669	11446	5637
670	11459	5618
671	11473	5599
672	11486	5581
673	11500	5562
674	11514	5544
675	11529	5525
676	11543	5507
677	11557	5489
678	11572	5470
679	11586	5452
680	11603	5435
681	11618	5417
682	11636	5400
683	11650	5382
684	11665	5364
685	11680	5346
686	11696	5329
687	11711	5310
688	11727	5293
689	11743	5276
690	11759	5258
691	11776	5241
692	11792	5224
693	11809	5207
694	11825	5189
695	11840	5171
696	11857	5154
697	11874	5137
698	11890	5120
699	11906	5102
700	11920	5084
701	11935	5066
702	11949	5048
703	11965	5031
704	11980	5013
705	11995	4995
706	12008	4976
707	12023	4959
708	12038	4940
709	12051	4922
710	12065	4904
711	12079	4886
712	12092	4867
713	12106	4849
714	12121	4831
715	12136	4813
716	12150	4795
717	12165	4778
718	12179	4760
719	12193	4742
720	12208	4724
721	12224	4706
722	12237	4688
723	12252	4670
724	12265	4652
725	12278	4634
726	12291	4615
727	12304	4597
728	12317	4579
729	12331	4561
730	12346	4543
731	12360	4525
732	12375	4507
733	12389	4490
734	12405	4472
735	12420	4455
736	12433	4436
737	12447	4419
738	12460	4400
739	12473	4382
740	12486	4364
741	12500	4346
742	12513	4328
743	12527	4310
744	12539	4292
745	12552	4273
746	12566	4256
747	12581	4238
748	12595	4220
749	12609	4203
750	12624	4185
751	12638	4167
752	12650	4149
753	12662	4131
754	12674	4112
755	12687	4094
756	12699	4076
757	12712	4058
758	12725	4040
759	12738	4022
760	12752	4004
761	12764	3986
762	12778	3969
763	12794	3952
764	12812	3935
765	12826	3918
766	12840	3900
767	12854	3883
768	12871	3866
769	12885	3848
770	12898	3831
771	12911	3813
772	12923	3795
773	12937	3777
774	12954	3760
775	12969	3743
776	12986	3727
777	13006	3711
778	13022	3694
779	13035	3676
780	13049	3659
781	13063	3641
782	13076	3624
783	13089	3606
784	13103	3588
785	13117	3571
786	13130	3553
787	13143	3535
788	13156	3518
789	13169	3500
790	13183	3483
791	13197	3465
792	13212	3448
793	13227	3431
794	13239	3413
795	13253	3396
796	13267	3379
797	13282	3362
798	13298	3345
799	13314	3328
800	13330	3311
801	13344	3294
802	13376	3281
803	13412	3269
804	13432	3253
805	13453	3238
806	13475	3222
807	13490	3205
808	13506	3188
809	13521	3171
810	13537	3154
811	13554	3138
812	13579	3123
813	13596	3106
814	13615	3090
815	13631	3073
816	13646	3056
817	13661	3039
818	13675	3022
819	13690	3005
820	13705	2988
821	13719	2970
822	13733	2953
823	13746	2936
824	13761	2919
825	13777	2902
826	13793	2885
827	13807	2868
828	13824	2851
829	13839	2834
830	13855	2817
831	13875	2801
832	13896	2786
833	13913	2769
834	13931	2752
835	13949	2736
836	13968	2720
837	13986	2703
838	14003	2687
839	14021	2670
840	14037	2653
841	14053	2637
842	14068	2620
843	14084	2603
844	14103	2586
845	14119	2570
846	14133	2553
847	14151	2536
848	14167	2519
849	14184	2503
850	14199	2486
851	14213	2468
852	14226	2451
853	14240	2434
854	14253	2417
855	14268	2400
856	14283	2383
857	14299	2366
858	14316	2349
859	14332	2333
860	14349	2316
861	14366	2300
862	14384	2283
863	14399	2266
864	14414	2249
865	14428	2232
866	14440	2215
867	14453	2197
868	14466	2180
869	14479	2163
870	14491	2146
871	14503	2128
872	14517	2111
873	14530	2094
874	14545	2077
875	14559	2060
876	14573	2043
877	14589	2027
878	14603	2010
879	14615	1993
880	14627	1975
881	14640	1958
882	14653	1941
883	14666	1924
884	14679	1907
885	14691	1890
886	14703	1873
887	14716	1856
888	14730	1839
889	14744	1822
890	14757	1805
891	14771	1788
892	14785	1771
893	14799	1754
894	14813	1737
895	14826	1720
896	14839	1703
897	14852	1687
898	14865	1670
899	14878	1653
900	14891	1636
901	14904	1619
902	14918	1602
903	14932	1585
904	14946	1568
905	14959	1552
906	14972	1535
907	14986	1518
908	14999	1501
909	15013	1484
910	15027	1468
911	15040	1451
912	15053	1434
913	15066	1417
914	15080	1400
915	15092	1384
916	15105	1367
917	15117	1350
918	15129	1333
919	15142	1316
920	15156	1300
921	15169	1283
922	15182	1266
923	15195	1249
924	15210	1233
925	15225	1216
926	15239	1200
927	15251	1183
928	15264	1166
929	15277	1149
930	15290	1133
931	15303	1116
932	15316	1099
933	15327	1083
934	15341	1066
935	15358	1050
936	15372	1033
937	15386	1016
938	15400	1000
939	15414	983
940	15428	967
941	15442	950
942	15455	934
943	15469	917
944	15482	901
945	15496	884
946	15510	868
947	15524	851
948	15538	835
949	15553	818
950	15568	802
951	15584	785
952	15599	769
953	15616	752
954	15630	736
955	15642	719
956	15656	703
957	15669	686
958	15682	670
959	15697	654
960	15714	637
961	15733	621
962	15754	605
963	15767	588
964	15782	572
965	15796	555
966	15810	539
967	15824	523
968	15837	506
969	15854	490
970	15869	473
971	15886	457
972	15902	441
973	15921	425
974	15938	408
975	15957	392
976	15973	376
977	15990	359
978	16008	343
979	16024	327
980	16041	310
981	16058	294
982	16078	278
983	16101	261
984	16121	245
985	16143	229
986	16161	212
987	16182	196
988	16200	180
989	16219	163
990	16237	147
991	16256	131
992	16273	114
993	16292	98
994	16308	81
995	16325	65
996	16342	49
997	16359	32
998	16375	16
999	16394	0
